Adhyay,Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
22,13,रा॒तिꣳ सत्प॑तिं म॒हे स॑वि॒तार॒मुप॑ ह्वये। आ॒स॒वं दे॒ववी॑तये ॥१३ ॥,निचृद्गायत्री,सविता देवता,प्रजापतिर्ऋषिः,रा॒तिम्। सत्प॑ति॒मिति॒। सत्ऽप॑तिम्। म॒हे। स॒वि॒तार॑म्। उप॑। ह्वये॒। आ॒स॒वमित्या॑ऽस॒वम्। दे॒ववी॑तय॒ऽइति॑ दे॒ववी॑तये ॥१३ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/13,2025-12-05T03:25:17.927318
22,14,दे॒वस्य॑ सवि॒तुर्म॒तिमा॑स॒वं वि॒श्वदे॑व्यम्। धि॒या भगं॑ मनामहे ॥१४ ॥,पिपीलिकामध्या निचृद्गायत्री,सविता देवता,प्रजापतिर्ऋषिः,दे॒वस्य॑। स॒वि॒तुः। म॒तिम्। आ॒स॒वमित्या॑ऽस॒वम्। वि॒श्वदे॑व्य॒मिति॑ वि॒श्वऽदे॑व्यम्। धि॒या। भग॑म्। म॒ना॒म॒हे॒। १४ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/14,2025-12-05T03:25:19.799533
22,15,अ॒ग्निꣳ स्तोमे॑न बोधय समिधा॒नोऽअम॑र्त्यम्। ह॒व्या दे॒वेषु॑ नो दधत्॥१५ ॥,निचृद्गायत्री,अग्निर्देवता,सुतम्भर ऋषिः,अ॒ग्निम्। स्तोमे॑न। बो॒ध॒य॒। स॒मि॒धा॒न इति॑ सम्ऽइधा॒नः। अम॑र्त्यम्। ह॒व्या। दे॒वेषु॑। नः॒। द॒ध॒त्॥१५ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/15,2025-12-05T03:25:22.288562
22,16,स ह॑व्य॒वाडम॑र्त्यऽउ॒शिग्दू॒तश्चनो॑हितः। अ॒ग्निर्धि॒या समृ॑ण्वति ॥१६ ॥,निचृद्गायत्री,अग्निर्देवता,प्रजापतिर्ऋषिः,सः। ह॒व्य॒वाडिति॑ हव्य॒ऽवाट्। अम॑र्त्यः। उ॒शिक्। दू॒तः। चनो॑हित॒ इति चनः॑ऽहितः। अ॒ग्निः। धि॒या। सम्। ऋ॒ण्व॒ति॒ ॥१६ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/16,2025-12-05T03:25:23.693806
22,17,अ॒ग्निं दू॒तं पु॒रो द॑धे हव्य॒वाह॒मुप॑ब्रुवे। दे॒वाँ२ऽआ सा॑दयादि॒ह ॥१७ ॥,गायत्री,अग्निर्देवता,विश्वरूप ऋषिः,अ॒ग्निम्। दू॒तम्। पु॒रः। द॒धे॒। ह॒व्य॒वाह॒मिति॑ हव्य॒ऽवाह॑म्। उप॑। ब्रु॒वे॒। दे॒वान्। आ। सा॒द॒या॒त्। इ॒ह ॥१७ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/17,2025-12-05T03:25:24.853173
22,18,अजी॑जनो॒ हि प॑वमान॒ सूर्य्यं॑ वि॒धारे॒ शक्म॑ना॒ पयः॑। गोजी॑रया॒ रꣳह॑माणः॒ पुर॑न्ध्या ॥१८ ॥,पिपीलिकामध्या विराडनुष्टुप्,पवमानो देवता,अरुणत्रसदस्यू ऋषी,अजी॑जनः। हि। प॒व॒मा॒न। सूर्य॑म्। वि॒ऽधार॒ इति॑ वि॒ऽधारे॑। शक्म॑ना। पयः॑। गोजी॑र॒येति॒ गोऽजी॑रया। रꣳह॑माणः। पुर॒न्ध्येति॒ पुर॑म्ऽध्या ॥१८ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/18,2025-12-05T03:25:26.835967
22,19,वि॒भूर्मा॒त्रा प्र॒भूः पि॒त्राश्वो॑ऽसि॒ हयो॒ऽस्यत्यो॑ऽसि॒ मयो॒ऽस्यर्वा॑सि॒ सप्ति॑रसि वा॒ज्यसि॒ वृषा॑सि नृ॒मणा॑ऽअसि। ययु॒र्नामा॑ऽसि॒ शिशु॒र्नामा॑स्यादि॒त्यानां॒ पत्वान्वि॑हि॒ देवा॑ऽआशापालाऽए॒तं दे॒वेभ्योऽश्वं॒ मेधा॑य॒ प्रोक्षि॑तꣳ रक्षते॒ह रन्ति॑रि॒ह र॑मतामि॒ह धृति॑रि॒ह स्वधृ॑तिः॒ स्वाहा॑ ॥१९ ॥,विकृतिः,अग्निर्देवता,प्रजापतिर्ऋषिः,वि॒भूरिति॑ वि॒ऽभूः। मा॒त्रा। प्र॒भूरिति॑ प्र॒ऽभूः। पि॒त्रा। अश्वः॑। अ॒सि॒। हयः॑। अ॒सि॒। अत्यः॑। अ॒सि॒। मयः॑। अ॒सि॒। अर्वा॑। अ॒सि॒। सप्तिः॒। अ॒सि॒। वा॒जी। अ॒सि॒। वृषा॑। अ॒सि॒। नृ॒मणाः॑। नृ॒मना॒ इति॑ नृ॒ऽमनाः॑। अ॒सि॒। ययुः॑। नाम॑। अ॒सि॒। शिशुः॑। नाम॑। अ॒सि॒। आ॒दि॒त्याना॑म्। पत्वा॑। अनु॑। इ॒हि॒। देवाः॑। आ॒शा॒पा॒ला॒ इत्या॑शाऽपालाः। ए॒तम्। दे॒वेभ्यः॑। अश्व॑म्। मेधा॑य। प्रोक्षि॑त॒मिति॑ प्रऽउ॑क्षितम्। र॒क्ष॒त॒। इ॒ह। रन्तिः॑। इ॒ह। र॒म॒ता॒म्। इ॒ह। धृतिः॑। इ॒ह। स्वधृ॑ति॒रिति॒ स्वःऽधृ॑तिः। स्वाहा॑ ॥१९ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/19,2025-12-05T03:25:29.538166
22,20,काय॒ स्वाहा॒ कस्मै॒ स्वाहा॑ कत॒मस्मै॒ स्वाहा॒ स्वाहा॒धिमाधी॑ताय॒ स्वाहा॒ मनः॑ प्र॒जाप॑तये॒ स्वाहा॑ चि॒त्तं विज्ञा॑ता॒यादि॑त्यै॒ स्वाहादि॑त्यै म॒ह्यै स्वाहादि॑त्यै सुमृडी॒कायै॒ स्वाहा॒ सर॑स्वत्यै॒ स्वाहा॒ सर॑स्वत्यै पाव॒कायै॒ स्वाहा॒ सर॑स्वत्यै बृह॒त्यै स्वाहा॑ पू॒ष्णे स्वाहा॑ पू॒ष्णे प्र॑प॒थ्या᳖य॒ स्वाहा॑ पू॒ष्णे न॒रन्धि॑षाय॒ स्वाहा॒ त्वष्ट्रे॒ स्वाहा॒ त्वष्ट्रे॑ तु॒रीपा॑य॒ स्वाहा॒ त्वष्ट्रे॑ पुरु॒रूपा॑य॒ स्वाहा॒ विष्ण॑वे॒ स्वाहा॒ विष्ण॑वे निभूय॒पाय॒ स्वाहा॒ विष्ण॑वे शिपिवि॒ष्टाय॒ स्वाहा॑ ॥२० ॥,आद्यस्य भुरिग्धृतिः,प्रजापत्यादयो देवताः,प्रजापतिर्ऋषिः,काय॑। स्वाहा॑। कस्मै॑। स्वाहा॑। क॒त॒मस्मै॑। स्वाहा॑। स्वाहा॑। आ॒धिमित्या॒ऽधिम्। आधी॑ता॒येत्याऽधी॑ताय। स्वाहा॑। मनः॑। प्र॒जाप॑तय॒ इति॑ प्र॒जाऽप॑तये। स्वाहा॑। चि॒त्तम्। विज्ञा॑ता॒येति॑ विऽज्ञा॑ताय। अदि॑त्यै। स्वाहा॑। अदि॑त्यै। म॒ह्यै। स्वाहा॑। अदि॑त्यै। सु॒मृ॒डी॒काया॒ इति॑ सुऽमृडी॒कायै॑। स्वाहा॑। सर॑स्वत्यै। स्वाहा॑। सर॑स्वत्यै। पा॒व॒कायै॑। स्वाहा॑। सर॑स्वत्यै। बृ॒ह॒त्यै। स्वाहा॑। पू॒ष्णे। स्वाहा॑। पू॒ष्णे। प्र॒प॒थ्या᳖येति॑ प्रऽपथ्या᳖य। स्वाहा॑। पू॒ष्णे। न॒रन्धि॑षाय। स्वाहा॑। त्वष्ट्रे॑। स्वाहा॒। त्वष्ट्रे॑। तु॒रीपा॑य। स्वाहा॑। त्वष्ट्रे॑। पु॒रु॒रूपा॒येति॑ पुरु॒ऽरूपा॑य स्वाहा॑। विष्ण॑वे। स्वाहा॑। विष्ण॑वे। नि॒भू॒य॒पायेति॑ निभूय॒ऽपाय॑। स्वाहा॑। विष्ण॑वे। शि॒पि॒वि॒ष्टायेति॑ शिपि॒ऽवि॒ष्टाय॑। स्वाहा॑ ॥२० ॥,https://www.xn--j2b3a4c.com/yajurveda/22/20,2025-12-05T03:25:31.454785
22,21,विश्वो॑ दे॒वस्य॑ ने॒तुर्मर्त्तो॑ वुरीत स॒ख्यम्। विश्वो॑ रा॒यऽइ॑षुध्यति द्यु॒म्नं वृ॑णीत पु॒ष्यसे॒ स्वाहा॑ ॥२१ ॥,आर्ष्यनुष्टुप्,विद्वान् देवता,प्रजापतिर्ऋषिः,विश्वः॑। दे॒वस्य॑। ने॒तुः। मर्त्तः॑। बु॒री॒त॒। स॒ख्यम्। विश्वः॑। रा॒ये। इ॒षु॒ध्य॒ति॒। द्यु॒म्नम्। वृ॒णी॒त॒। पु॒ष्यसे॑। स्वाहा॑ ॥२१ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/21,2025-12-05T03:25:33.330071
22,22,आ ब्रह्म॑न् ब्राह्म॒णो ब्र॑ह्मवर्च॒सी जा॑यता॒मा रा॒ष्ट्रे रा॑ज॒न्यः᳕ शूर॑ऽइष॒व्यो᳖ऽतिव्या॒धी म॑हार॒थो जा॑यतां॒ दोग्ध्री॑ धे॒नुर्वोढा॑न॒ड्वाना॒शुः सप्तिः॒ पुर॑न्धि॒र्योषा॑ जि॒ष्णू र॑थे॒ष्ठाः स॒भेयो॒ युवास्य यज॑मानस्य वी॒रो जा॑यतां निका॒मे नि॑कामे नः प॒र्जन्यो॑ वर्षतु॒ फल॑वत्यो न॒ऽओष॑धयः पच्यन्तां योगक्षे॒मो नः॑ कल्पताम् ॥२२ ॥,स्वराडुत्कृतिः,लिङ्गोक्ता देवताः,प्रजापतिर्ऋषिः,आ। ब्रह्म॑न्। ब्रा॒ह्म॒णः। ब्र॒ह्म॒व॒र्च॒सीति॑ ब्रह्मऽवर्च॒सी। जा॒य॒ता॒म्। आ। रा॒ष्ट्रे। रा॒ज॒न्यः᳕। शूरः॑। इ॒ष॒व्यः᳖। अ॒ति॒व्या॒धीत्य॑तिऽव्या॒धी। म॒हा॒र॒थ इति॑ महाऽर॒थः। जा॒य॒ता॒म्। दोग्ध्री॑। धे॒नुः। वोढा॑। अ॒न॒ड्वान्। आ॒शुः। सप्तिः॑। पुर॑न्धि॒रिति॒ पुर॑म्ऽधिः। योषा॑। जि॒ष्णुः। र॒थे॒ष्ठाः। र॒थे॒स्था इति॑ रथे॒ऽस्थाः। स॒भेयः॑। युवा॑। आ। अ॒स्य। यज॑मानस्य। वी॒रः। जा॒य॒ता॒म्। नि॒का॒मे-नि॑काम॒ इति॑ निका॒मेऽनि॑कामे। नः॒। प॒र्जन्यः॑। व॒र्ष॒तु॒। फल॑वत्य॒ इति॒ फल॑ऽवत्यः। नः॒। ओष॑धयः। प॒च्य॒न्ता॒म्। यो॒ग॒क्षे॒म इति॑ योगऽक्षे॒मः। नः॒। क॒ल्प॒ता॒म् ॥२२ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/22,2025-12-05T03:25:35.040215
22,23,प्रा॒णाय॒ स्वाहा॑ऽपा॒नाय॒ स्वाहा॑ व्या॒नाय॒ स्वाहा॒ चक्षु॑षे॒ स्वाहा॒ श्रोत्रा॑य॒ स्वाहा॑ वा॒चे स्वाहा॒ मन॑से॒ स्वाहा॑ ॥२३ ॥,स्वराडनुष्टुप्,प्राणादयो देवताः,प्रजापतिर्ऋषिः,प्रा॒णाय॑। स्वाहा॑। अ॒पा॒नाय॑। स्वाहा॑। व्या॒नायेति॑ विऽआ॒नाय॑। स्वाहा॑। चक्षु॑षे। स्वाहा॑। श्रोत्रा॑य। स्वाहा॑। वा॒चे। स्वाहा॑। मन॑से। स्वाहा॑ ॥२३ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/23,2025-12-05T03:25:36.992361
22,24,प्राच्यै॑ दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहा॒ दक्षि॑णायै दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहा॑ प्र॒तीच्यै॑ दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहोदी॑च्यै दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहो॒र्ध्वायै॑ दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहाऽवा॑च्यै दि॒शे स्वाहा॒ऽर्वाच्यै॑ दि॒शे स्वाहा॑ ॥२४ ॥,निचृदतिधृतिः,दिशो देवताः,प्रजापतिर्ऋषिः,प्राच्यै॑। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑। दक्षि॑णायै। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑। प्र॒तीच्यै॑। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑। उदी॑च्यै। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑। ऊ॒र्ध्वायै॑। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑। अवा॑च्यै। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑ ॥२४ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/24,2025-12-05T03:25:38.361742
22,25,अ॒द्भ्यः स्वाहा॑ वा॒र्भ्यः स्वाहो॑द॒काय॒ स्वाहा॒ तिष्ठ॑न्तीभ्यः॒ स्वाहा॒ स्रव॑न्तीभ्यः॒ स्वाहा॒ स्यन्द॑मानाभ्यः॒ स्वाहा॒ कूप्या॑भ्यः॒ स्वाहा॒ सूद्या॑भ्यः॒ स्वाहा॒ धार्या॑भ्यः॒ स्वाहा॑र्ण॒वाय॒ स्वाहा॑ समु॒द्राय॒ स्वाहा॑ सरि॒राय॒ स्वाहा॑ ॥२५ ॥,अष्टिः,जलादयो देवताः,प्रजापतिर्ऋषिः,अ॒द्भ्य इत्य॒त्ऽभ्यः। स्वाहा॑। वा॒र्भ्य इति॑ वाः॒ऽभ्यः। स्वाहा॑। उ॒द॒काय॑। स्वाहा॑। तिष्ठ॑न्तीभ्यः। स्वाहा॑। स्रव॑न्तीभ्यः। स्वाहा॑। स्यन्द॑मानाभ्यः। स्वाहा॑। कूप्या॑भ्यः। स्वाहा॑। सूद्या॑भ्यः। स्वाहा॑। धार्य्या॑भ्यः। स्वाहा॑। अ॒र्ण॒वाय॑। स्वाहा॑। स॒मु॒द्राय॑। स्वाहा॑। स॒रि॒राय॑। स्वाहा॑ ॥२५ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/25,2025-12-05T03:25:39.943301
22,26,वाता॑य॒ स्वाहा॑ धू॒माय॒ स्वाहा॒भ्राय॒ स्वाहा॑ मे॒घाय॒ स्वाहा॑ वि॒द्योत॑मानाय॒ स्वाहा॑ स्त॒नय॑ते॒ स्वाहा॑व॒स्फूर्ज॑ते॒ स्वाहा॒ वर्ष॑ते॒ स्वाहा॑व॒वर्ष॑ते॒ स्वाहो॒ग्रं वर्ष॑ते॒ स्वाहा॑ शी॒घ्रं वर्ष॑ते॒ स्वाहो॑द्गृह्ण॒ते स्वाहोद्गृ॑हीताय॒ स्वाहा॑ प्रुष्ण॒ते स्वाहा॑ शीकाय॒ते स्वाहा॒ प्रुष्वा॑भ्यः॒ स्वाहा॑ ह्रा॒दुनी॑भ्यः॒ स्वाहा॑ नीहा॒राय॒ स्वाहा॑ ॥२६ ॥,स्वराडभिकृतिः,वातादयो देवताः,प्रजापतिर्ऋषिः,वाता॑य। स्वाहा॑। धू॒माय॑। स्वाहा॑। अ॒भ्राय॑। स्वाहा॑। मे॒घाय॑। स्वाहा॑। वि॒द्योत॑माना॒येति॑ वि॒ऽद्योत॑मानाय। स्वाहा॑। स्त॒नय॑ते। स्वाहा॑। अ॒व॒स्फूर्ज॑त॒ इत्य॑व॒ऽस्फूर्ज॑ते। स्वाहा॑। वर्ष॑ते। स्वाहा॑। अ॒व॒वर्ष॑त॒ इत्य॑व॒ऽवर्ष॑ते। स्वाहा॑। उ॒ग्रम्। वर्ष॑ते। स्वाहा॑। शी॒घ्रम्। वर्ष॑ते। स्वाहा॑। उ॒द्गृ॒ह्ण॒त इत्यु॑त्ऽगृह्ण॒ते। स्वाहा॑। उद्गृ॑हीता॒येत्युत्ऽगृ॑हीताय। स्वाहा॑। प्रु॒ष्ण॒ते। स्वाहा॑। शी॒का॒य॒ते। स्वाहा॑। प्रुष्वा॑भ्यः। स्वाहा॑। ह्रा॒दुनी॑भ्यः। स्वाहा॑। नी॒हा॒राय॑। स्वाहा॑ ॥२६ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/26,2025-12-05T03:25:42.655231
22,27,अ॒ग्नये॒ स्वाहा॒ सोमा॑य॒ स्वाहेन्द्रा॑य॒ स्वाहा॑ पृथि॒व्यै स्वाहा॒ऽन्तरि॑क्षाय॒ स्वाहा॑ दि॒वे स्वाहा॑ दि॒ग्भ्यः स्वाहाऽऽशा॑भ्यः॒ स्वाहो॒र्व्यै᳖ दि॒शे स्वाहा॒र्वाच्यै॑ दि॒शे स्वाहा॑ ॥२७ ॥,जगती,अग्न्यादयो देवताः,प्रजापतिर्ऋषिः,अ॒ग्नये॑। स्वाहा॑। सोमा॑य। स्वाहा॑। इन्द्रा॑य। स्वाहा॑। पृ॒थि॒व्यै। स्वाहा॑। अ॒न्तरि॑क्षाय। स्वाहा॑। दि॒वे। स्वाहा॑। दि॒ग्भ्य इति॑ दि॒क्ऽभ्यः। स्वाहा॑। आशा॑भ्यः। स्वाहा॑। उ॒र्व्यै᳖। दि॒शे। स्वाहा॑। अ॒र्वाच्यै॑। दि॒शे। स्वाहा॑ ॥२७ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/27,2025-12-05T03:25:43.940156
22,28,नक्ष॑त्रेभ्यः॒ स्वाहा॑ नक्ष॒त्रिये॑भ्यः॒ स्वाहा॑होरा॒त्रेभ्यः॒ स्वाहा॑र्द्धमा॒सेभ्यः॒ स्वाहा॒ मासे॑भ्यः॒ स्वाह॑ऽऋ॒तुभ्यः॒ स्वाहा॑र्त्त॒वेभ्यः॒ स्वाहा॑ संवत्स॒राय॒ स्वाहा॒ द्यावा॑पृथि॒वीभ्या॒ स्वाहा॑ च॒न्द्राय॒ स्वाहा॒ सूर्या॑य॒ स्वाहा॑ र॒श्मिभ्यः॒ स्वाहा॒ वसु॑भ्यः॒ स्वाहा॑ रु॒द्रेभ्यः॒ स्वाहा॑दि॒त्येभ्यः॒ स्वाहा॑ म॒रुद्भ्यः॒ स्वाहा॒ विश्वे॑भ्यो दे॒वेभ्यः॒ स्वाहा॒ मूले॑भ्यः॒ स्वाहा॒ शाखा॑भ्यः॒ स्वाहा॒ वन॒स्पति॑भ्यः॒ स्वाहा॒ पुष्पे॑भ्यः॒ स्वाहा॒ फले॑भ्यः॒ स्वाहौष॑धीभ्यः॒ स्वाहा॑ ॥२८ ॥,भुरिगष्टिः,नक्षत्रादयो देवताः,प्रजापतिर्ऋषिः,नक्ष॑त्रेभ्यः। स्वाहा॑। न॒क्ष॒त्रिये॑भ्यः। स्वाहा॑। अ॒हो॒रा॒त्रेभ्यः॑। स्वाहा॑। अ॒र्द्ध॒मा॒सेभ्य॒ इत्य॑र्द्ध॒ऽमा॒सेभ्यः॑। स्वाहा॑। मासे॑भ्यः। स्वाहा॑। ऋ॒तुभ्य॒ इत्यृ॒तुऽभ्यः॑। स्वाहा॑। आ॒र्त्त॒वेऽभ्यः॑। स्वाहा॑। सं॒व॒त्स॒राय॑। स्वाहा॑। द्यावा॑पृथि॒वीभ्या॑म्। स्वाहा॑। च॒न्द्राय॑। स्वाहा॑। सूर्या॑य। स्वाहा॑। र॒श्मिभ्य॒ इति॑ र॒श्मिऽभ्यः॑। स्वाहा॑। वसु॑भ्य॒ इति॒ वसु॑ऽभ्यः। स्वाहा॑। रु॒द्रेभ्यः॑। स्वाहा॑। आ॒दि॒त्येभ्यः॑। स्वाहा॑। म॒रुद्भ्य॒ इति॑ म॒रुत्ऽभ्यः॑। स्वाहा॑। विश्वे॑भ्यः। दे॒वेभ्यः॑। स्वाहा॑। मूले॑भ्यः। स्वाहा॑। शाखा॑भ्यः। स्वाहा॑। वन॒स्पति॑भ्य॒ इति॒ वन॒स्पति॑ऽभ्यः। स्वाहा॑। पुष्पे॑भ्यः। स्वाहा॑। फले॑भ्यः। स्वाहा॑। ओष॑धीभ्यः स्वाहा॑ ॥२८ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/28,2025-12-05T03:25:45.615235
22,29,पृ॒थि॒व्यै स्वाहा॒न्तरि॑क्षाय॒ स्वाहा॑ दि॒वे स्वाहा॒ सूर्या॑य॒ स्वाहा॑ च॒न्द्राय॒ स्वाहा॒ नक्ष॑त्रेभ्यः॒ स्वाहा॒द्भ्यः स्वाहौष॑धीभ्यः॒ स्वाहा॒ वन॒स्पति॑भ्यः॒ स्वाहा॑ परिप्ल॒वेभ्यः॒ स्वाहा॑ चराच॒रेभ्यः॒ स्वाहा॑ सरीसृ॒पेभ्यः॒ स्वाहा॑ ॥२९ ॥,निचृदत्यष्टिः,लिङ्गोक्ता देवताः,प्रजापतिर्ऋषिः,पृ॒थि॒व्यै। स्वाहा॑। अ॒न्तरि॑क्षाय। स्वाहा॑। दि॒वे। स्वाहा॑। सूर्य्या॑य। स्वाहा॑। च॒न्द्राय॑। स्वाहा॑। नक्ष॑त्रेभ्यः। स्वाहा॑। अ॒द्भ्य इत्य॒त्ऽभ्यः। स्वाहा॑। ओष॑धीभ्यः। स्वाहा॑। वन॒स्पति॑भ्य॒ इति॒ वन॒स्पति॑ऽभ्यः। स्वाहा॑। प॒रि॒प्ल॒वेभ्य॒ इति॑ परिऽप्ल॒वेभ्यः॑। स्वाहा॑। च॒रा॒च॒रेभ्यः॑। स्वाहा॑। स॒री॒सृ॒पेभ्यः॑। स्वाहा॑ ॥२९ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/29,2025-12-05T03:25:47.099541
22,30,अस॑वे॒ स्वाहा॒ वस॑वे॒ स्वाहा॑ वि॒भुवे॒ स्वाहा॒ विव॑स्वते॒ स्वाहा॑ गण॒श्रिये॒ स्वाहा॑ ग॒णप॑तये॒ स्वाहा॑भि॒भुवे॒ स्वाहाधि॑पतये॒ स्वाहा॑ शू॒षाय॒ स्वाहा॑ सꣳस॒र्पाय॒ स्वाहा॑ च॒न्द्राय॒ स्वाहा॒ ज्योति॑षे॒ स्वाहा॑ मलिम्लु॒चाय॒ स्वाहा॒ दिवा॑ प॒तये॒ स्वाहा॑ ॥३० ॥,कृतिः,वस्वादयो देवताः,प्रजापतिर्ऋषिः,अस॑वे। स्वाहा॑। वस॑वे। स्वाहा॑। वि॒भुव॒ इति॑ वि॒ऽभुवे॑। स्वाहा॑। विव॑स्वते। स्वाहा॑। ग॒ण॒श्रिय॒ इति॑ गण॒ऽश्रिये॑। स्वाहा॑। ग॒णप॑तय॒ इति॑ ग॒णऽप॑तये। स्वाहा॑। अ॒भि॒भुव॒ इत्य॑भि॒ऽभुवे॑। स्वाहा॑। अधि॑पतय॒ इ॒त्यधि॑ऽपतये। स्वाहा॑। शू॒षाय॑। स्वाहा॑। स॒ꣳस॒र्पायेति॑ सम्ऽस॒र्पाय॑। स्वाहा॑। च॒न्द्राय॑। स्वाहा॑। ज्योति॑षे। स्वाहा॑। म॒लि॒म्लु॒चाय॑। स्वाहा॑। दिवा॑। प॒तये॑। स्वाहा॑ ॥३० ॥,https://www.xn--j2b3a4c.com/yajurveda/22/30,2025-12-05T03:25:48.712671
22,31,मध॑वे॒ स्वाहा॒ माध॑वाय॒ स्वाहा॑ शु॒क्राय॒ स्वाहा॒ शुच॑ये॒ स्वाहा॒ नभ॑से॒ स्वाहा॑ नभ॒स्या᳖य॒ स्वाहे॒षाय॒ स्वाहो॒र्जाय॒ स्वाहा॒ सह॑से॒ स्वाहा॑ सह॒स्या᳖य॒ स्वाहा॒ तप॑से॒ स्वाहा॑ तप॒स्या᳖य॒ स्वाहा॑हसस्प॒तये॒ स्वाहा॑ ॥३१ ॥,भुरिगत्यष्टिः,मासा देवताः,प्रजापतिर्ऋषिः,मध॑वे। स्वाहा॑। माध॑वाय। स्वाहा॑। शु॒क्राय॑। स्वाहा॑। शुच॑ये। स्वाहा॑। नभ॑से। स्वाहा॑। न॒भ॒स्या᳖य। स्वाहा॑। इ॒षाय॑। स्वाहा॑। ऊ॒र्जाय॑। स्वाहा॑। सह॑से। स्वाहा॑। सह॒स्या᳖य। स्वाहा। तप॑से। स्वाहा॑। त॒प॒स्या᳖य। स्वाहा॑। अ॒ꣳह॒सः॒प॒तये॑। स्वाहा॑ ॥३१ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/31,2025-12-05T03:25:51.327596
22,32,वाजा॑य॒ स्वाहा॑ प्रस॒वाय॒ स्वाहा॑पि॒जाय॒ स्वाहा॑ क्रत॑वे॒ स्वाहा॒ स्वः᳕ स्वाहा॑ मू॒र्ध्ने स्वाहा॑ व्यश्नु॒विने॒ स्वाहान्त्या॑य॒ स्वाहान्त्या॑य भौव॒नाय॒ स्वाहा॒ भुव॑नस्य॒ पत॑ये॒ स्वाहाधि॑पतये॒ स्वाहा॑ प्र॒जाप॑तये॒ स्वाहा॑ ॥३२ ॥,अत्यष्टिः,वाजादयो देवताः,प्रजापतिर्ऋषिः,वाजा॑य। स्वाहा॑। प्र॒स॒वायेति॑ प्रऽस॒वाय॑। स्वाहा॑। अ॒पि॒जाय॑। स्वाहा॑। क्रत॑वे। स्वाहा॑। स्व᳕रिति॒ स्वः᳕। स्वाहा॑। मू॒र्ध्ने। स्वाहा॑। व्य॒श्नु॒विन॒ इति॑ विऽअश्नु॒विने॑। स्वाहा॑। आन्त्या॑य। स्वाहा॑। आन्त्या॑य। भौ॒व॒नाय॑। स्वाहा॑। भुव॑नस्य। पत॑ये। स्वाहा॑। अधि॑पतय॒ इत्यधि॑ऽपतये। स्वाहा॑। प्र॒जाप॑तय॒ इति॑ प्र॒जाऽप॑तये। स्वाहा॑ ॥३२ ॥,https://www.xn--j2b3a4c.com/yajurveda/22/32,2025-12-05T03:25:53.436795
