Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
982,त꣢व꣣ श्रि꣡यो꣢ व꣣꣬र्ष्य꣢꣯स्येव वि꣣द्यु꣢तो꣣ग्ने꣡श्चि꣢कित्र उ꣣ष꣡सा꣢मि꣣वे꣡त꣢यः । य꣡दो꣢꣯षधी꣣रभि꣡सृ꣢ष्टो꣣ व꣡ना꣢नि च꣣ प꣡रि꣢ स्व꣣यं꣡ चि꣢नु꣣षे꣡ अन्न꣢꣯मा꣣स꣡नि꣢ ॥९८२॥,जगती,अग्निः,अरुणो वैतहव्यः,त꣡व꣢꣯ । श्रि꣡यः꣢꣯ । व꣣र्ष्य꣢स्य । इ꣣व । विद्यु꣡तः꣢ । वि꣣ । द्यु꣡तः꣢꣯ । अ꣣ग्नेः꣢ । चि꣣कित्रे । उष꣡सा꣢म् । इ꣣व । ए꣡त꣢꣯यः । आ । इ꣣तयः । य꣢त् । ओ꣡ष꣢꣯धीः । ओ꣡ष꣢꣯ । धीः꣣ । अभि꣡सृ꣢ष्टः । अ꣣भि꣢ । सृ꣣ष्टः । व꣡ना꣢꣯नि । च꣣ । प꣡रि꣢꣯ । स्व꣣य꣢म् । चि꣣नुषे꣢ । अ꣡न्न꣢꣯म् । आ꣣स꣡नि꣢ ॥९८२॥,https://www.xn--j2b3a4c.com/samveda/982,2025-12-06T07:26:03.239422
984,मे꣣धाकारं꣢ वि꣣द꣡थ꣢स्य प्र꣣सा꣡ध꣢नम꣣ग्नि꣡ꣳ होता꣢꣯रं परि꣣भू꣡त꣢रं म꣣ति꣢म् । त्वा꣡मर्भ꣢꣯स्य ह꣣वि꣡षः꣢ समा꣣न꣢꣫मित् त्वां म꣣हो꣡ वृ꣢णते꣣ ना꣢न्यं त्वत् ॥९८४॥,जगती,अग्निः,अरुणो वैतहव्यः,मे꣣धाकार꣢म् । मे꣣धा । कार꣢म् । वि꣣द꣡थ꣢स्य । प्र꣣सा꣡ध꣢नम् । प्र꣣ । सा꣡ध꣢꣯नम् । अ꣣ग्नि꣢म् । हो꣡ता꣢꣯रम् । प꣣रिभू꣡त꣢रम् । प꣣रि । भू꣡त꣢꣯रम् । म꣣ति꣢म् । त्वाम् । अ꣡र्भ꣢꣯स्य । ह꣣वि꣡षः꣢ । स꣣मान꣢म् । स꣣म । आन꣢म् । इत् । त्वाम् । म꣣हः꣢ । वृ꣣णते । न꣢ । अ꣣न्य꣢म् । अ꣣न् । य꣢म् । त्वत् ॥९८४॥,https://www.xn--j2b3a4c.com/samveda/984,2025-12-06T07:26:07.887253
985,पु꣣रूरु꣡णा꣢ चि꣣द्ध्य꣡स्त्यवो꣢꣯ नू꣣नं꣡ वां꣢ वरुण । मि꣢त्र꣣ व꣡ꣳसि꣢ वाꣳ सुम꣣ति꣢म् ॥९८५॥,गायत्री,मित्रावरुणौ,उरुचक्रिरात्रेयः,पु꣣रूरु꣡णा꣢ । पु꣣रु । उरु꣡णा꣢ । चि꣣त् । हि꣢ । अ꣡स्ति꣢꣯ । अ꣡वः꣢꣯ । नू꣣न꣢म् । वा꣣म् । वरुण । मि꣡त्र꣢꣯ । मि । त्र꣢ । व꣡ꣳसि꣢꣯ । वा꣣म् । सुमति꣢म् । सु꣣ । मति꣢म् ॥९८५॥,https://www.xn--j2b3a4c.com/samveda/985,2025-12-06T07:26:09.863117
988,उ꣣त्ति꣢ष्ठ꣣न्नो꣡ज꣢सा स꣣ह꣢ पी꣣त्वा꣡ शिप्रे꣢꣯ अवेपयः । सो꣡म꣢मिन्द्र च꣣मू꣢ सु꣣त꣢म् ॥९८८॥,गायत्री,इन्द्रः,कुरुसुतिः काण्वः,उ꣣त्ति꣡ष्ठ꣢न् । उ꣣त् । ति꣡ष्ठ꣢꣯न् । ओ꣡ज꣢꣯सा । स꣣ह꣢ । पी꣣त्वा꣢ । शिप्रे꣢꣯इ꣡ति꣢ । अ꣣वेपयः । सो꣡म꣢꣯म् । इ꣣न्द्र । चमू꣡इति꣢ । सु꣣त꣢म् ॥९८८॥,https://www.xn--j2b3a4c.com/samveda/988,2025-12-06T07:26:13.933139
989,अ꣡नु꣢ त्वा꣣ रो꣡द꣢सी उ꣣भे꣡ स्पर्ध꣢꣯मानमददेताम् । इ꣢न्द्र꣣ य꣡द्द꣢स्यु꣣हा꣡भ꣢वः ॥९८९॥,गायत्री,इन्द्रः,कुरुसुतिः काण्वः,अ꣡नु꣢꣯ । त्वा꣣ । रो꣡द꣢꣯सी꣣इ꣡ति꣢ । उ꣣भे꣡इति꣢ । स्प꣡र्ध꣢꣯मानम् । अ꣣ददेताम् । इ꣡न्द्र꣢꣯ । यत् । द꣣स्युहा꣢ । द꣣स्यु । हा꣢ । अ꣡भ꣢꣯वः ॥९८९॥,https://www.xn--j2b3a4c.com/samveda/989,2025-12-06T07:26:15.546934
990,वा꣡च꣢म꣣ष्टा꣡प꣢दीम꣣हं꣡ नव꣢꣯स्रक्तिमृता꣣वृ꣡ध꣢म् । इ꣢न्द्रा꣣त्प꣡रि꣢त꣣꣬न्वं꣢꣯ ममे ॥९९०॥,गायत्री,इन्द्रः,कुरुसुतिः काण्वः,वा꣡च꣢꣯म् । अ꣣ष्टा꣡प꣢दीम् । अ꣣ष्ट꣢ । प꣣दीम् । अह꣢म् । न꣡व꣢꣯स्रक्तिम् । न꣡व꣢꣯ । स्र꣣क्तिम् । ऋतावृ꣡ध꣢म् । ऋ꣣त । वृ꣡ध꣢꣯म् । इ꣡न्द्रा꣢꣯त् । प꣡रि꣢꣯ । त꣢न्वम् । म꣣मे ॥९९०॥,https://www.xn--j2b3a4c.com/samveda/990,2025-12-06T07:26:17.793466
993,ता꣢भि꣣रा꣡ ग꣢च्छतं न꣣रो꣢पे꣣द꣡ꣳ सव꣢꣯नꣳ सु꣣त꣢म् । इ꣡न्द्रा꣢ग्नी꣣ सो꣡म꣢पीतये ॥९९३॥,गायत्री,इन्द्राग्नी,भरद्वाजो बार्हस्पत्यः,ता꣡भिः꣢꣯ । आ । ग꣣च्छतम् । नरा । उ꣡प꣢꣯ । इ꣣द꣢म् । स꣡व꣢꣯नम् । सु꣣त꣢म् । इ꣡न्द्रा꣢꣯ग्नी । इ꣡न्द्र꣢꣯ । अ꣣ग्नीइ꣡ति꣢ । सो꣡म꣢꣯पीतये । सो꣡म꣢꣯ । पी꣣तये ॥९९३॥,https://www.xn--j2b3a4c.com/samveda/993,2025-12-06T07:26:24.965805
994,अ꣡र्षा꣢ सोम द्यु꣣म꣡त्त꣢मो꣣ऽ꣡भि द्रोणा꣢꣯नि꣣ रो꣡रु꣢वत् । सी꣢द꣣न्यो꣢नौ꣣ व꣢ने꣣ष्वा꣢ ॥९९४॥,गायत्री,पवमानः सोमः,भृगुर्वारुणिर्जमदग्निर्भार्गवो वा,अ꣡र्ष꣢꣯ । सो꣣म । द्युम꣡त्त꣢मः । अ꣣भि꣢ । द्रो꣡णा꣢꣯नि । रो꣡रु꣢꣯वत् । सी꣡द꣢꣯न् । यो꣡नौ꣢꣯ । व꣡ने꣢꣯षु । आ ॥९९४॥,https://www.xn--j2b3a4c.com/samveda/994,2025-12-06T07:26:26.877811
995,अ꣣प्सा꣡ इन्द्रा꣢꣯य वा꣣य꣢वे꣣ व꣡रु꣢णाय म꣣रु꣡द्भ्यः꣢ । सो꣡मा꣢ अर्षन्तु꣣ वि꣡ष्ण꣢वे ॥९९५॥,गायत्री,पवमानः सोमः,भृगुर्वारुणिर्जमदग्निर्भार्गवो वा,अ꣣प्साः꣢ । इ꣡न्द्रा꣢꣯य । वा꣣य꣡वे꣢ । व꣡रु꣢꣯णाय । म꣣रु꣡द्भयः꣢ । सो꣡माः꣢꣯ । अ꣣र्षन्तु । वि꣡ष्ण꣢꣯वे ॥९९५॥,https://www.xn--j2b3a4c.com/samveda/995,2025-12-06T07:26:29.489037
997,सो꣡म꣢ उ ष्वा꣣णः꣢ सो꣣तृ꣢भि꣣र꣢धि꣣ ष्णु꣢भि꣣र꣡वी꣢नाम् । अ꣡श्व꣢येव ह꣣रि꣡ता꣢ याति꣣ धा꣡र꣢या म꣣न्द्र꣡या꣢ याति꣣ धा꣡र꣢या ॥९९७॥,बृहती,पवमानः सोमः,सप्तर्षयः,सो꣡म꣢꣯ । उ꣣ । स्वानः꣢ । सो꣣तृ꣡भिः꣢ । अ꣡धि꣢꣯ । स्नु꣡भिः꣢꣯ । अ꣡वी꣢꣯नाम् । अ꣡श्व꣢꣯या । इ꣣व । हरि꣡ता꣢ । या꣣ति । धा꣡र꣢꣯या । म꣣न्द्र꣡या꣢ । या꣣ति । धा꣡र꣢꣯या ॥९९७॥,https://www.xn--j2b3a4c.com/samveda/997,2025-12-06T07:26:32.223416
998,अ꣣नूपे꣢꣫ गोमा꣣न्गो꣡भि꣢रक्षाः꣣ सो꣡मो꣢ दु꣣ग्धा꣡भि꣢रक्षाः । स꣣मुद्रं꣢꣫ न सं꣣व꣡र꣢णान्यग्मन्म꣣न्दी꣡ मदा꣢꣯य तोशते ॥९९८॥,बृहती,पवमानः सोमः,सप्तर्षयः,अ꣣नूपे꣢ । गो꣡मा꣢꣯न् । गो꣡भिः꣢꣯ । अ꣣क्षारि꣡ति꣢ । सो꣡मः꣢꣯ । दु꣣ग्धा꣡भिः꣢ । अ꣣क्षारि꣡ति꣢ । स꣣मुद्र꣢म् । स꣣म् । उद्र꣢म् । न । सं꣣व꣡र꣢णानि । स꣣म् । व꣡र꣢꣯णानि । अ꣣ग्मन् । मन्दी꣢ । म꣡दा꣢꣯य । तो꣣शते ॥९९८॥,https://www.xn--j2b3a4c.com/samveda/998,2025-12-06T07:26:34.752671
999,य꣡त्सो꣢म चि꣣त्र꣢मु꣣꣬क्थ्यं꣢꣯ दि꣣व्यं꣡ पार्थि꣢꣯वं꣣ व꣡सु꣢ । त꣡न्नः꣢ पुना꣣न꣡ आ भ꣢꣯र ॥९९९॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,य꣢त् । सो꣣म । चित्र꣢म् । उ꣣क्थ्यम्꣢ । दि꣣व्य꣢म् । पा꣡र्थि꣢꣯वम् । व꣡सु꣢꣯ । तत् । नः꣣ । पुनानः꣢ । आ । भ꣣र ॥९९९॥,https://www.xn--j2b3a4c.com/samveda/999,2025-12-06T07:26:37.236268
1000,वृ꣡षा꣢ पुना꣣न꣡ आयू꣢꣯ꣳषि स्त꣣न꣢य꣣न्न꣡धि꣢ ब꣣र्हि꣡षि꣢ । ह꣢रिः꣣ स꣢꣫न्योनि꣣मा꣡स꣢दः ॥१०००॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,वृ꣡षा꣢꣯ । पु꣣नानः꣢ । आ꣡यू꣢꣯ꣳषि । स्त꣣न꣡य꣢न् । अ꣡धि꣢꣯ । ब꣣र्हि꣡षि꣢ । ह꣡रिः꣢꣯ । सन् । यो꣡नि꣢꣯म् । आ । अ꣣सदः ॥१०००॥,https://www.xn--j2b3a4c.com/samveda/1000,2025-12-06T07:26:39.162098
1001,यु꣣व꣡ꣳ हि स्थः स्वः꣢꣯पती꣣ इ꣡न्द्र꣢श्च सोम꣣ गो꣡प꣢ती । ई꣣शाना꣡ पि꣢प्यतं꣣ धि꣡यः꣢ ॥१००१॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,युव꣢म् । हि । स्थः । स्व꣢पती । स्वाऽ३रि꣡ति꣢ । प꣣तीइ꣡ति꣢ । इ꣡न्द्रः꣢꣯ । च꣣ । सोम । गो꣡प꣢꣯ती । गो । प꣣तीइ꣡ति꣢ । ई꣣शा꣢ना । पि꣣प्यतम् । धि꣡यः꣢꣯ ॥१००१॥,https://www.xn--j2b3a4c.com/samveda/1001,2025-12-06T07:26:41.767599
1002,इ꣢न्द्रो꣣ म꣡दा꣢य वावृधे꣣ श꣡व꣢से वृत्र꣣हा꣡ नृ꣢꣯भिः । त꣢꣫मिन्म꣣ह꣢त्स्वा꣣जि꣢षू꣣ति꣡मर्भे꣢꣯ हवामहे꣣ स꣡ वाजे꣢꣯षु꣣ प्र꣡ नो꣡ऽविषत् ॥१००२॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,इ꣡न्द्रः꣢꣯ । म꣡दा꣢꣯य । वा꣣वृधे । श꣡व꣢꣯से । वृ꣣त्रहा꣢ । वृ꣡त्र । हा꣡ । नृ꣡भिः꣢꣯ । तम् । इत् । म꣣ह꣡त्सु꣢ । आ꣣जि꣡षु꣢ । ऊ꣣ति꣢म् । अ꣡र्भे꣢꣯ । ह꣣वामहे । सः꣢ । वा꣡जे꣢꣯षु । प्र । नः꣣ । अविषत् ॥१००२॥,https://www.xn--j2b3a4c.com/samveda/1002,2025-12-06T07:26:43.223221
1003,अ꣢सि꣣ हि꣡ वी꣢र꣣ से꣢꣫न्योऽसि꣣ भू꣡रि꣢ पराद꣣दिः꣢ । अ꣡सि꣢ द꣣भ्र꣡स्य꣢ चिद्वृ꣣धो꣡ यज꣢꣯मानाय शिक्षसि सुन्व꣣ते꣡ भूरि꣢꣯ ते꣣ व꣡सु꣢ ॥१००३॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,अ꣡सि꣢꣯ । हि । वी꣣र । से꣡न्यः꣢꣯ । अ꣡सि꣢꣯ । भू꣡रि꣢꣯ । प꣣राददिः꣢ । प꣣रा । ददिः꣢ । अ꣡सि꣢꣯ । द꣣भ्र꣡स्य꣢ । चि꣣त् । वृधः꣢ । य꣡ज꣢꣯मानाय । शि꣣क्षसि । सुन्वते꣢ । भू꣡रि꣢꣯ । ते । व꣡सु꣢꣯ ॥१००३॥,https://www.xn--j2b3a4c.com/samveda/1003,2025-12-06T07:26:46.128279
1004,य꣢दु꣣दी꣡र꣢त आ꣣ज꣡यो꣢ धृष्णवे धीयते धनम् । युङ्क्ष्वा मदच्युता हरी कं हनः कं वसौ दधोऽस्माँ इन्द्र वसौ दधः ॥१००४॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,यत् । उ꣣दी꣡र꣢ते । उ꣣त् । ई꣡रते꣢꣯ । आ꣣ज꣡यः꣢ । धृ꣣ष्ण꣡वे꣢ । धी꣣यते । ध꣡न꣢꣯म् । यु꣣ङ्क्ष्व꣢ । म꣣दच्यु꣡ता꣢ । म꣣द । च्यु꣡ता꣢꣯ । हरी꣢꣯इ꣡ति꣢ । कम् । ह꣡नः꣢꣯ । कम् । व꣡सौ꣢꣯ । द꣣धः । अस्मा꣢न् । इ꣣न्द्र । व꣡सौ꣢꣯ । द꣣धः ॥१००४॥,https://www.xn--j2b3a4c.com/samveda/1004,2025-12-06T07:26:48.989155
1005,स्वा꣣दो꣢रि꣣त्था꣡ वि꣢षू꣣व꣢तो꣣ मधोः पिबन्ति गौर्यः । या इन्द्रेण सयावरीर्वृष्णा मदन्ति शोभथा वस्वीरनु स्वराज्यम् ॥१००५॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,स्वा꣣दोः꣢ । इ꣣त्था꣢ । वि꣣षूव꣡तः꣢ । वि꣣ । सूव꣡तः꣢ । म꣡धोः꣢꣯ । पि꣣बन्ति । गौर्यः꣢ । याः । इ꣡न्द्रे꣢꣯ण । स꣣या꣡व꣢रीः । स꣣ । या꣡व꣢꣯रीः । वृ꣡ष्णा꣢꣯ । म꣡द꣢꣯न्ति । शो꣣भ꣡था꣢ । व꣡स्वीः꣢꣯ । अ꣡नु꣢꣯ । स्व꣣रा꣡ज्य꣢म् । स्व꣣ । रा꣡ज्य꣢꣯म् ॥१००५॥,https://www.xn--j2b3a4c.com/samveda/1005,2025-12-06T07:26:51.844542
1006,ता꣡ अ꣢स्य पृशना꣣यु꣢वः꣣ सो꣡म꣢ꣳ श्रीणन्ति꣣ पृ꣡श्न꣢यः । प्रि꣣या꣡ इन्द्र꣢꣯स्य धे꣣न꣢वो꣣ व꣡ज्र꣢ꣳ हिन्वन्ति꣣ सा꣡य꣢कं꣣ व꣢स्वी꣣र꣡नु꣢ स्व꣣रा꣡ज्य꣢म् ॥१००६॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,ताः । अ꣣स्य । पृशनायु꣡वः꣢ । सो꣡म꣢꣯म् । श्री꣣णन्ति । पृ꣡श्न꣢꣯यः । प्रि꣣याः꣢ । इ꣡न्द्र꣢꣯स्य । धे꣣न꣡वः꣢ । व꣡ज्र꣢꣯म् । हि꣣न्वन्ति । सा꣡य꣢꣯कम् । व꣡स्वीः꣢꣯ । अ꣡नु꣢꣯ । स्व꣣रा꣡ज्य꣢म् । स्व꣣ । रा꣡ज्य꣢꣯म् ॥१००६॥,https://www.xn--j2b3a4c.com/samveda/1006,2025-12-06T07:26:54.466081
1007,ता꣡ अ꣢स्य꣣ न꣡म꣢सा꣣ स꣡हः꣢ सप꣣र्य꣢न्ति꣣ प्र꣡चे꣢तसः । व्र꣣ता꣡न्य꣢स्य सश्चिरे पु꣣रू꣡णि꣢ पू꣣र्व꣡चि꣢त्तये꣣ व꣢स्वी꣣र꣡नु꣢ स्व꣣रा꣡ज्य꣢म् ॥१००७॥,पङ्क्तिः,इन्द्रः,गोतमो राहूगणः,ताः । अ꣣स्य । न꣡म꣢꣯सा । स꣡हः꣢꣯ । स꣣प꣡र्यन्ति꣢ । प्र꣡चे꣢꣯तसः । प्र । चे꣣तसः । व्रता꣡नि꣢ । अ꣣स्य । सश्चिरे । पुरू꣡णि꣢ । पू꣣र्व꣡चि꣢त्तये । पू꣣र्व꣢ । चि꣣त्तये । वस्वीः । अ꣡नु꣢꣯ । स्व꣣रा꣡ज्य꣢म् । स्व꣣ । रा꣡ज्य꣢꣯म् ॥१००७॥,https://www.xn--j2b3a4c.com/samveda/1007,2025-12-06T07:26:57.291978
1009,शु꣣भ्र꣡मन्धो꣢꣯ दे꣣व꣡वा꣢तम꣣प्सु꣢ धौ꣣तं꣡ नृभिः꣢꣯ सु꣣त꣢म् । स्व꣡द꣢न्ति꣣ गा꣢वः꣣ प꣡यो꣢भिः ॥१००९॥,गायत्री,पवमानः सोमः,जमदग्निर्भार्गवः,शु꣣भ्र꣢म् । अ꣡न्धः꣢꣯ । दे꣣व꣡वा꣢तम् । दे꣣व꣢ । वा꣣तम् । अप्सु꣢ । धौ꣣त꣢म् । नृ꣡भिः꣢꣯ । सु꣣त꣢म् । स्व꣡द꣢꣯न्ति । गा꣡वः꣢꣯ । प꣡यो꣢꣯भिः ॥१००९॥,https://www.xn--j2b3a4c.com/samveda/1009,2025-12-06T07:26:59.792168
1010,आ꣢दी꣣म꣢श्वं꣣ न꣡ हेता꣢꣯र꣣म꣡शू꣢शुभन्न꣣मृ꣡ता꣢य । म꣢धो꣣ र꣡स꣢ꣳ सध꣣मा꣡दे꣢ ॥१०१०॥,गायत्री,पवमानः सोमः,जमदग्निर्भार्गवः,आत् । ई꣣म् । अ꣡श्व꣢꣯म् । न । हे꣡ता꣢꣯रम् । अ꣡शू꣢꣯शुभन् । अ꣣मृ꣡ता꣢य । अ꣣ । मृ꣡ता꣢꣯य । म꣡धोः꣢꣯ । र꣡स꣢꣯म् । स꣣धमा꣡दे꣢ । स꣣ध । मा꣡दे꣢꣯ ॥१०१०॥,https://www.xn--j2b3a4c.com/samveda/1010,2025-12-06T07:27:01.604753
1011,अ꣣भि꣢ द्यु꣣म्नं꣡ बृ꣣ह꣢꣫द्यश꣣ इ꣡ष꣢स्पते दीदि꣣हि꣡ दे꣢व देव꣣यु꣢म् । वि꣡ कोशं꣢꣯ मध्य꣣मं꣡ यु꣢व ॥१०११॥,"काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती)",पवमानः सोमः,ऊर्ध्वसद्मा आङ्गिरसः,अ꣣भि꣢ । द्यु꣣म्न꣢म् । बृ꣣ह꣢त् । य꣡शः꣢꣯ । इ꣡षः꣢꣯ । प꣣ते । दिदीहि꣢ । दे꣣व । देवयु꣢म् । वि । को꣡श꣢꣯म् । म꣣ध्यम꣡म् । यु꣣व ॥१०११॥,https://www.xn--j2b3a4c.com/samveda/1011,2025-12-06T07:27:03.216923
1012,आ꣡ व꣢च्यस्व सुदक्ष च꣣꣬म्वोः꣢꣯ सु꣣तो꣢ वि꣣शां꣢꣫ वह्नि꣣र्न꣢ वि꣣श्प꣡तिः꣢ । वृ꣣ष्टिं꣢ दि꣣वः꣡ प꣢वस्व री꣣ति꣢म꣣पो꣢꣫ जिन्व꣣न्ग꣡वि꣢ष्टये꣣ धि꣡यः꣢ ॥१०१२॥,"काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती)",पवमानः सोमः,कृतयशा आङ्गिरसः,आ꣢ । व꣣च्यस्व । सुदक्ष । सु । दक्ष । चम्वोः । सु꣣तः꣢ । वि꣣शा꣢म् । व꣡ह्निः꣢꣯ । न । वि꣣श्प꣡तिः꣢ । वृ꣣ष्टि꣢म् । दि꣣वः꣢ । प꣣वस्व । रीति꣢म् । अ꣣पः꣢ । जि꣡न्व꣢꣯न् । ग꣡वि꣢꣯ष्टये । गो । इ꣣ष्टये । धि꣡यः꣢꣯ ॥१०१२॥,https://www.xn--j2b3a4c.com/samveda/1012,2025-12-06T07:27:05.910836
1013,प्रा꣣णा꣡ शिशु꣢꣫र्म꣣ही꣡ना꣢ꣳ हि꣣न्व꣢न्नृ꣣त꣢स्य꣣ दी꣡धि꣢तिम् । वि꣢श्वा꣣ प꣡रि꣢ प्रि꣣या꣡ भु꣢व꣣द꣡ध꣢ द्वि꣣ता꣢ ॥१०१३॥,उष्णिक्,पवमानः सोमः,त्रित आप्त्यः,प्रा꣣णा꣢ । प्र꣣ । आना꣢ । शि꣡शुः꣢꣯ । म꣣ही꣡ना꣢म् । हि꣣न्व꣢न् । ऋ꣣त꣡स्य꣢ । दी꣡धि꣢꣯तिम् । वि꣡श्वा꣢꣯ । प꣡रि꣢꣯ । प्रि꣣या꣢ । भु꣣वत् । अ꣡ध꣢꣯ । द्वि꣡ता꣢ ॥१०१३॥,https://www.xn--j2b3a4c.com/samveda/1013,2025-12-06T07:27:07.833105
1015,त्री꣡णि꣢ त्रि꣣त꣢स्य꣣ धा꣡र꣢या पृ꣣ष्ठे꣡ष्वै꣢꣯रयद्र꣣यि꣢म् । मि꣡मी꣢ते अस्य꣣ यो꣡ज꣢ना꣣ वि꣢ सु꣣क्र꣡तुः꣢ ॥१०१५॥,उष्णिक्,पवमानः सोमः,त्रित आप्त्यः,त्रा꣡णि꣢꣯ । त्रि꣣त꣡स्य꣢ । धा꣡र꣢꣯या । पृ꣣ष्ठे꣡षु꣢ । आ । ऐ꣣रयत् । रयि꣢म् । मि꣡मी꣢꣯ते । अ꣣स्य । यो꣡ज꣢ना । वि । सु꣣क्र꣡तुः꣢ । सु꣣ । क्र꣡तुः꣢꣯ ॥१०१५॥,https://www.xn--j2b3a4c.com/samveda/1015,2025-12-06T07:27:13.098119
1016,प꣡व꣢स्व꣣ वा꣡ज꣢सातये प꣣वि꣢त्रे꣣ धा꣡र꣢या सु꣣तः꣢ । इ꣡न्द्रा꣢य सोम꣣ वि꣡ष्ण꣢वे दे꣣वे꣢भ्यो꣣ म꣡धु꣢मत्तरः ॥१०१६॥,अनुष्टुप्,पवमानः सोमः,रेभसूनू काश्यपौ,प꣡व꣢꣯स्व । वा꣡ज꣢꣯सातये । वा꣡ज꣢꣯ । सा꣣तये । पवि꣡त्रे꣢ । धा꣡र꣢꣯या । सु꣣तः꣢ । इ꣡न्द्रा꣢꣯य । सो꣣म । वि꣡ष्ण꣢꣯वे । दे꣣वे꣡भ्यः꣢ । म꣡धु꣢꣯मत्तरः ॥१०१६॥,https://www.xn--j2b3a4c.com/samveda/1016,2025-12-06T07:27:16.236048
1019,इ꣡न्दु꣢र्वा꣣जी꣡ प꣢वते꣣ गो꣡न्यो꣢घा꣣ इ꣢न्द्रे꣣ सो꣢मः꣣ स꣢ह꣣ इ꣢न्व꣣न्म꣡दा꣢य । ह꣢न्ति꣣ र꣢क्षो꣣ बा꣡ध꣢ते꣣ प꣡र्यरा꣢꣯तिं꣣ व꣡रि꣢वस्कृ꣣ण्व꣢न्वृ꣣ज꣡न꣢स्य꣣ रा꣡जा꣢ ॥१०१९॥,त्रिष्टुप्,पवमानः सोमः,मन्युर्वासिष्ठः,इ꣡न्दुः꣢꣯ । वा꣣जी꣢ । प꣣वते । गो꣡न्यो꣢꣯घाः । गो । न्यो꣣घाः । इ꣡न्द्रे꣢꣯ । सो꣡मः꣢꣯ । स꣡हः꣢꣯ । इ꣡न्व꣢꣯न् । म꣡दा꣢꣯य । ह꣡न्ति꣢꣯ । र꣡क्षः꣢꣯ । बा꣡ध꣢꣯ते । प꣡रि꣢꣯ । अ꣡रा꣢꣯तिम् । अ । रा꣣तिम् । व꣡रि꣢꣯वः । कृ꣣ण्व꣢न् । वृ꣣ज꣡न꣢स्य । रा꣡जा꣢꣯ ॥१०१९॥,https://www.xn--j2b3a4c.com/samveda/1019,2025-12-06T07:27:21.819462
1020,अ꣢ध꣣ धा꣡र꣢या꣣ म꣡ध्वा꣢ पृचा꣣न꣢स्ति꣣रो꣡ रोम꣢꣯ पवते꣣ अ꣡द्रि꣢दुग्धः । इ꣢न्दु꣣रि꣡न्द्र꣢स्य स꣣ख्यं꣡ जु꣢षा꣣णो꣢ दे꣣वो꣢ दे꣣व꣡स्य꣢ मत्स꣣रो꣡ मदा꣢꣯य ॥१०२०॥,त्रिष्टुप्,पवमानः सोमः,मन्युर्वासिष्ठः,अ꣡ध꣢꣯ । धा꣡र꣢꣯या । म꣡ध्वा꣢꣯ । पृ꣣चानः꣢ । ति꣣रः꣢ । रो꣣म꣢꣯ । प꣣वते । अ꣡द्रि꣢꣯दुग्धः । अ꣡द्रि꣢꣯ । दु꣣ग्धः । इ꣡न्दुः꣢꣯ । इ꣡न्द्र꣢꣯स्य । स꣣ख्य꣢म् । स꣣ । ख्य꣢म् । जु꣣षाणः꣢ । दे꣢वः꣢ । दे꣣व꣡स्य꣢ । म꣣त्सरः꣢ । म꣡दाय꣢꣯ ॥१०२०॥,https://www.xn--j2b3a4c.com/samveda/1020,2025-12-06T07:27:23.810906
1021,अ꣣भि꣢ व्र꣣ता꣡नि꣢ पवते पुना꣣नो꣢ दे꣣वो꣢ दे꣣वा꣢꣫न्त्स्वेन꣣ र꣡से꣢न पृ꣣ञ्च꣢न् । इ꣢न्दु꣣र्ध꣡र्मा꣢ण्यृतु꣣था꣡ वसा꣢꣯नो꣣ द꣢श꣣ क्षि꣡पो꣢ अव्यत꣣ सा꣢नौ꣣ अ꣡व्ये꣢ ॥१०२१॥,त्रिष्टुप्,पवमानः सोमः,मन्युर्वासिष्ठः,अ꣣भि꣢ । व्र꣣ता꣡नि꣢ । प꣣वते । पुनानः꣢ । दे꣣वः꣢ । दे꣣वा꣢न् । स्वे꣡न꣢꣯ । र꣡से꣢꣯न । पृ꣣ञ्च꣢न् । इ꣡न्दुः꣢꣯ । ध꣡र्मा꣢꣯णि । ऋ꣣तुथा꣢ । व꣡सा꣢꣯नः । द꣡श꣢꣯ । क्षि꣡पः꣢꣯ । अ꣡व्यत । सा꣡नौ꣢꣯ । अ꣡व्ये꣢꣯ ॥१०२१॥,https://www.xn--j2b3a4c.com/samveda/1021,2025-12-06T07:27:26.506257
